t,cmd_pitch,cmd_roll
11.002,0.087203331201917,0.0008270057517603
11.003,0.0869854656196285,0.000794905668954812
11.004,0.0867622528216057,0.000762483361415036
11.005,0.0865327038105532,0.000730249827766607
11.006,0.0862937670106609,0.000698295983172696
11.007,0.0860533856807994,0.000666546201242992
11.008,0.0858006185608903,0.000636546107702879
11.009,0.0855478514409807,0.000606546014162713
11.01,0.0852821502113364,0.000580468687351311
11.011,0.0850133343913034,0.000555335979984162
11.012,0.08474451857127,0.000530203272616967
11.013,0.084475702751237,0.000505070565249818
11.014,0.0841905643743719,0.000486861043865775
11.015,0.0839047591660002,0.000468934357982484
11.016,0.0836189539576289,0.000451007672099224
11.017,0.0833209517357643,0.000439244974585356
11.018,0.0830215868633608,0.000428170917948558
11.019,0.0827159593883756,0.000420237580545925
11.02,0.0824038251910357,0.000415567389380406
11.021,0.0820905531384057,0.000411410372365152
11.022,0.0817644361267612,0.000413046447835632
11.023,0.0814383191151168,0.000414682523306111
11.024,0.0811017908207654,0.00042024140798589
11.025,0.0807601879583005,0.00042771231091477
11.026,0.0804140937663404,0.000436499803154973
11.027,0.0800554294007699,0.000448972118838781
11.028,0.0796967650351988,0.000461444434522612
11.029,0.0793222963937316,0.000477189885572464
11.03,0.0789451296978455,0.000493494115613232
11.031,0.0785592235666497,0.000510852903075384
11.032,0.0781624226184957,0.000529526330405159
11.033,0.0777648887474565,0.000548224148793991
11.034,0.0773477546992656,0.000567574244643369
11.035,0.0769306206510755,0.000586924340492713
11.036,0.0764989637909775,0.000605274863049132
11.037,0.0760586666210811,0.000623030692031705
11.038,0.0756183694511855,0.000640786521014246
11.039,0.0751635332657446,0.000655996185819214
11.04,0.0746979848572231,0.000669329858499074
11.041,0.0742324364487009,0.000682663531178957
11.042,0.0737544084043775,0.000692267333344607
11.043,0.073265069721042,0.000698490650725462
11.044,0.0727757310377056,0.000704713968106328
11.045,0.0722771455307925,0.000707116268109112
11.046,0.0717682725388966,0.000705267523570467
11.047,0.0712580369706306,0.000702700721097112
11.048,0.0707338060670302,0.000692758580394928
11.049,0.0702095751634298,0.000682816439692744
11.05,0.0696757559962331,0.000666943647028029
11.051,0.0691379069414174,0.000648578238189015
11.052,0.0685962479256507,0.000627585742624023
11.053,0.068046471792403,0.00060099624177253
11.054,0.0674966956591564,0.000574406740921085
11.055,0.0669372085674086,0.000540794004818917
11.056,0.0663770441171624,0.000506691384213367
11.057,0.0658118771648207,0.000469095054997831
11.058,0.0652426198080111,0.000428642019070304
11.059,0.0646720202007132,0.000387389547671395
11.06,0.06409465318506,0.000342106452827452
11.061,0.0635172861694079,0.00029682335798359
11.062,0.0629340808663019,0.000249144380857754
11.063,0.0623492372136649,0.00020079306742748
11.064,0.0617615425082359,0.000151969918577248
11.065,0.0611695033886305,0.00010242779023542
11.066,0.0605773804843227,5.28935085749335e-05
11.067,0.0599781105902161,4.02856333534601e-06
11.068,0.0593788406961095,-4.48363819042414e-05
11.069,0.0587748604293354,-9.21845027327756e-05
11.07,0.0581680773255917,-0.00013863005982943
11.071,0.057559116157601,-0.000183961488858178
11.072,0.0569433440684891,-0.000225808980994332
11.073,0.0563275719793761,-0.00026765647313056
11.074,0.0557091208985743,-0.000307830262082747
11.075,0.0550826724804783,-0.000343007705229826
11.076,0.0544562240623813,-0.000378185148376967
11.077,0.0538268258285622,-0.000411367302875123
11.078,0.0531890124113573,-0.000438857332351147
11.079,0.0525511989941512,-0.00046634736182722
11.08,0.051910557090967,-0.000491943307111862
11.081,0.0512621965931317,-0.000512370526719556
11.082,0.0506138360952953,-0.000532797746327285
11.083,0.0499569007771542,-0.000547916137487433
11.084,0.0492991355490105,-0.000562520716150763
11.085,0.0486362300523455,-0.000574356381396843
11.086,0.0479692086673523,-0.000583974937094193
11.087,0.0473004003683382,-0.000592841465889688
11.088,0.0466243956351623,-0.000598679358710952
11.089,0.0459483909019852,-0.000604517251532227
11.09,0.0452651217777154,-0.00060842415056507
11.091,0.0445804945501947,-0.000611970043574475
11.092,0.0438918711553662,-0.000615208700939942
11.093,0.0431990225786488,-0.000618122515429908
11.094,0.0425051584581793,-0.000621175041280365
11.095,0.0418044769733514,-0.000625158739109506
11.096,0.0411037954885247,-0.000629142436938639
11.097,0.0403973069242246,-0.000635198854826506
11.098,0.0396891152802639,-0.000641863152697429
11.099,0.038977412566828,-0.000650582703147974
11.1,0.038260797230552,-0.000662177924624898
11.101,0.037544181894276,-0.000673773146101822
11.102,0.0368247297191542,-0.000687464617012746
11.103,0.0360985169418482,-0.00070615175714626
11.104,0.0353723041645421,-0.000724838897279773
11.105,0.0346443429505476,-0.000744916112247717
11.106,0.0339081022510938,-0.000771575838590075
11.107,0.0331718615516401,-0.000798235564932434
11.108,0.0324350465228683,-0.000825316109051215
11.109,0.0316879961023236,-0.000859896243877418
11.11,0.0309409456817788,-0.000894476378703621
11.111,0.0301938952612328,-0.000929056513529886
11.112,0.0294358148762474,-0.000970175357062727
11.113,0.0286769285210129,-0.00101177199041201
11.114,0.0279180421657771,-0.00105336862376137
11.115,0.0271487060449645,-0.00109936797726113
11.116,0.0263769295467982,-0.00114639551636662
11.117,0.0256051530486304,-0.00119342305547219
11.118,0.0248239384101284,-0.00124278094355827
11.119,0.0240384725912493,-0.00129318848056941
11.12,0.0232530067723702,-0.00134359601758055
11.121,0.0224596125525773,-0.00139462386916492
11.122,0.0216601938521901,-0.00144612307344068
11.123,0.0208607751518028,-0.00149762227771643
11.124,0.0200553312944356,-0.00154857867564132
11.125,0.019242433518851,-0.00159886355012478
11.126,0.0184295357432663,-0.00164914842460823
11.127,0.017612661796778,-0.00169834768578153
11.128,0.0167875587450369,-0.00174530015565351
11.129,0.0159624556932959,-0.00179225262552549
11.13,0.0151350458095416,-0.00183796362061201
11.131,0.0142986650940862,-0.00187884675597238
11.132,0.0134622843786308,-0.00191972989133275
11.133,0.0126259036631753,-0.00196061302669312
11.134,0.0117886501777545,-0.00200074587869215
11.135,0.0109437230603731,-0.00203428203440113
11.136,0.0100987959429916,-0.00206781819011012
11.137,0.00925386882560868,-0.00210135434581916
11.138,0.00840444405865187,-0.00212826459696981
11.139,0.00755486941441775,-0.00215495405000842
11.14,0.00670529477018213,-0.00218164350304707
11.141,0.00585368070191129,-0.00220297746496885
11.142,0.00500165888886234,-0.00222324069638152
11.143,0.00414963707581187,-0.00224350392779422
11.144,0.00329688926327554,-0.00226003878929689
11.145,0.00244382884048572,-0.00227496824103973
11.146,0.00159076841769439,-0.0022898976927826
11.147,0.000737307824186784,-0.00230272363681492
11.148,-0.000116461316052981,-0.00231392769698289
11.149,-0.000970230456294262,-0.00232513175715088
11.15,-0.00182471829827512,-0.00233554902838542
11.151,-0.00268015778698056,-0.00234492449734143
11.152,-0.00353559727568599,-0.00235429996629745
11.153,-0.00439222612411121,-0.00236370411317043
11.154,-0.00525168507267497,-0.0023731764995974
11.155,-0.00611114402123872,-0.00238264888602438
11.156,-0.00697182801430468,-0.0023924125792891
11.157,-0.00783887095830584,-0.00240368838569547
11.158,-0.008705913902307,-0.00241496419210184
11.159,-0.00957327820720959,-0.00242632400896573
11.16,-0.0104521532606275,-0.00244069297613186
11.161,-0.0113310283140454,-0.00245506194329798
11.162,-0.0122099033674649,-0.00246943091046414
11.163,-0.0131029194340915,-0.00248723085396978
11.164,-0.0139976336150001,-0.00250544280401536
11.165,-0.0148923477959087,-0.00252365475406095
11.166,-0.0158012385598202,-0.00254491061653702
11.167,-0.0167146450057513,-0.00256713605966836
11.168,-0.0176280514516824,-0.00258936150279971
11.169,-0.0185539363096002,-0.00261386042855553
11.17,-0.0194873386214212,-0.00263972898378448
11.171,-0.0204207409332423,-0.00266559753901342
11.172,-0.02136256074519,-0.00269270596905844
11.173,-0.0223131528744997,-0.0027211065375312
11.174,-0.0232685294509078,-0.00274999521664436
11.175,-0.0242333349907665,-0.00277984584126412
11.176,-0.0252007563096139,-0.00280985488553946
11.177,-0.0261798128499223,-0.00284056859476694
11.178,-0.0271592955196697,-0.00287128990224575
11.179,-0.0281523298829098,-0.00290225284797652
11.18,-0.0291453642461499,-0.00293321579370729
11.181,-0.0301497205329347,-0.0029638681060906
11.182,-0.031155658525034,-0.00299447702210108
11.183,-0.0321684807019462,-0.00302442560589871
11.184,-0.0331839225473586,-0.00305412291063511
11.185,-0.0342012571293024,-0.00308302664418902
11.186,-0.0352200120509272,-0.00311133486926928
11.187,-0.0362369745188126,-0.00313890940375948
11.188,-0.0372514436148171,-0.00316546334650567
11.189,-0.0382627049684165,-0.0031914909984221
11.19,-0.0392650768580589,-0.00321606016559331
11.191,-0.0402653019037166,-0.00324039715673297
11.192,-0.0412485225499073,-0.0032628951628264
11.193,-0.042231743196098,-0.00328539316891983
11.194,-0.043191373107585,-0.00330595498489866
11.195,-0.0441499953456442,-0.00332643409691101
11.196,-0.0450858806940751,-0.00334542248061913
11.197,-0.0460162923616706,-0.00336405198626243
11.198,-0.0469269934831084,-0.00338163711983037
11.199,-0.0478272162073928,-0.00339866705085384
11.2,-0.0487136113882727,-0.00341509351589174
11.201,-0.0495861702667314,-0.00343091613268028
11.202,-0.050439778636789,-0.00344605484876897
11.203,-0.0512865906805289,-0.00346095549101583
11.204,-0.0521116761180846,-0.00347517274859054
11.205,-0.0529290874336693,-0.00348916346569126
11.206,-0.053732255237047,-0.00350273371358142
11.207,-0.0545226509260061,-0.00351590093193158
11.208,-0.0553056596248751,-0.00352883505064608
11.209,-0.0560720837056407,-0.00354111528108934
11.21,-0.0568338398711533,-0.00355315910437287
11.211,-0.0575829628852618,-0.00356449594015779
11.212,-0.0583256003927926,-0.00357527770930025
11.213,-0.0590613196804662,-0.00358546737772982
11.214,-0.0597879214971775,-0.00359435879625195
11.215,-0.0605117580838914,-0.00360285646966636
11.216,-0.0612286390370385,-0.00360969481737731
11.217,-0.0619424370918653,-0.00361579771340341
11.218,-0.0626517579853441,-0.00362003337478808
11.219,-0.0633583172707199,-0.00362311728623193
11.22,-0.0640618794596876,-0.00362393865103626
11.221,-0.06476293040585,-0.0036228642463385
11.222,-0.0654639813520123,-0.00362178984164073
11.223,-0.0661606440224427,-0.00361534710512951
11.224,-0.066856878876497,-0.00360838100582274
11.225,-0.0675531137305514,-0.00360141490651596
11.226,-0.0682465359189398,-0.00359053218569955
11.227,-0.0689385518697334,-0.00357769128674509
11.228,-0.0696291262982293,-0.0035633546472549
11.229,-0.0703165769358583,-0.00354577672551989
11.23,-0.0710040275734885,-0.00352819880378486
11.231,-0.0716852964954339,-0.00350663216320555
11.232,-0.0723663400753254,-0.00348492012187617
11.233,-0.0730418917174788,-0.00346122977560714
11.234,-0.073713989356823,-0.00343629522899553
11.235,-0.0743829409691295,-0.00341080897108972
11.236,-0.0750430754578582,-0.00338377647515012
11.237,-0.0757032099465857,-0.00335674397921058
11.238,-0.0763512771871549,-0.00332889202900504
11.239,-0.0769969718049409,-0.00330096645470092
11.24,-0.0776299631591969,-0.00327309758583292
11.241,-0.0782587875771442,-0.00324542663151401
11.242,-0.0788758593417955,-0.00321831388612976
11.243,-0.0794851352042656,-0.00319180108953699
11.244,-0.0800843509659519,-0.0031660624875361
11.245,-0.0806700630369554,-0.00314164394385807
11.246,-0.0812471940179749,-0.00311806424783431
11.247,-0.0818132549618971,-0.0030957029222495
11.248,-0.0823607311806834,-0.00307538703513286
11.249,-0.0829082073994707,-0.00305507114801619
11.25,-0.0834330452218381,-0.00303734663583276
11.251,-0.0839452527765557,-0.00302106788678474
11.252,-0.0844574603312743,-0.00300478913773669
11.253,-0.0849355541060338,-0.00299232025212571
11.254,-0.0854102933910393,-0.00298022599951875
11.255,-0.0858788837325039,-0.00296877279083298
11.256,-0.0863192825474477,-0.00296025862469697
11.257,-0.0867577099161157,-0.00295192769737077
11.258,-0.087167781449157,-0.00294623234253543
11.259,-0.0875778529821991,-0.00294053698770007
11.26,-0.0879593175018933,-0.00293713643207318
11.261,-0.0883393065725557,-0.00293385423411018
11.262,-0.0886946757716867,-0.00293217162459734
11.263,-0.0890452469285806,-0.0029308007507869
11.264,-0.0893753142511116,-0.00293039636317293
11.265,-0.0896975200665901,-0.00293036254224982
11.266,-0.0900033057502035,-0.00293076400709951
11.267,-0.0902985400644923,-0.00293144518108846
11.268,-0.0905812601602436,-0.0029321610480473
11.269,-0.0908512000975772,-0.00293291234523692
11.27,-0.0911122321887319,-0.00293344555215943
11.271,-0.0913587729494594,-0.00293362396870272
11.272,-0.0915989869333227,-0.00293342349067197
11.273,-0.0918217997356407,-0.00293218090013882
11.274,-0.0920446125379591,-0.00293093830960567
11.275,-0.0922530031863222,-0.00292824200285934
11.276,-0.0924524200979573,-0.00292464116641415
11.277,-0.0926518370095925,-0.00292104032996895
11.278,-0.092829500254644,-0.00291394272548273
11.279,-0.0930064034635821,-0.00290672294986828
11.28,-0.0931833066725203,-0.00289950317425384
11.281,-0.0933487129888763,-0.00288968973731295
11.282,-0.0935045148317374,-0.00287770956259617
11.283,-0.0936603166745986,-0.0028657293878794
11.284,-0.0938139725111967,-0.00285312803619178
11.285,-0.0939523894974757,-0.00283611568951221
11.286,-0.0940908064837547,-0.00281910334283263
11.287,-0.094229223470034,-0.00280209099615303
11.288,-0.0943569299546347,-0.00278181911338478
11.289,-0.0944800907092214,-0.0027601638247337
11.29,-0.0946032514638082,-0.00273850853608263
11.291,-0.0947227905686711,-0.00271594485408263
11.292,-0.0948330464064278,-0.00269105271440802
11.293,-0.0949433022441845,-0.00266616057473341
11.294,-0.0950438571981879,-0.00263989718438265
11.295,-0.0951422543093693,-0.00261332877610742
11.296,-0.095235765668652,-0.00258657833536912
11.297,-0.0953204169050173,-0.00255949778576908
11.298,-0.0954050681413825,-0.0025324172361691
11.299,-0.0954749892274851,-0.00250607332467507
11.3,-0.0955431422038295,-0.0024798178343444
11.301,-0.0956027254373571,-0.00245452290612245
11.302,-0.0956509592954798,-0.00243050010242091
11.303,-0.0956991931536025,-0.00240647729871932
11.304,-0.0957244678650868,-0.00238592686650822
11.305,-0.09574897436792,-0.00236549261918242
11.306,-0.095759552165189,-0.0023474658052716
11.307,-0.0957564781645164,-0.00233179856414287
11.308,-0.0957520844720107,-0.00231637123447166
11.309,-0.0957178977525807,-0.00230636008480061
11.31,-0.0956837110331507,-0.00229634893512954
11.311,-0.0956304518055728,-0.00228980504341795
11.312,-0.095563370843574,-0.00228577385314622
11.313,-0.0954872876471232,-0.00228331959347043
11.314,-0.0953865314159662,-0.00228518733446362
11.315,-0.0952857751848092,-0.0022870550754568
11.316,-0.0951521137415083,-0.00229429390847775
11.317,-0.0950168958956099,-0.00230178679187674
11.318,-0.0948596778085963,-0.00231248833006167
11.319,-0.0946902102645612,-0.00232497640679819
11.32,-0.0945108786919341,-0.00233869796798568
11.321,-0.0943115074932745,-0.00235492545937036
11.322,-0.0940998985847313,-0.00237235187909056
11.323,-0.0938753714503775,-0.00239104389728598
11.324,-0.0936357599368433,-0.00241074613671937
11.325,-0.0933877766284976,-0.00243100904655339
11.326,-0.0931226494899372,-0.00245174280372392
11.327,-0.0928532283958879,-0.00247259449238811
11.328,-0.0925636379668373,-0.00249283996698318
11.329,-0.0922731261976273,-0.00251305774957126
11.33,-0.0919689818499528,-0.00253182304460681
11.331,-0.0916584961012257,-0.00254991269298333
11.332,-0.0913413483407741,-0.00256652250965024
11.333,-0.0910145628364715,-0.00258099149565643
11.334,-0.090686053008776,-0.00259479620604024
11.335,-0.0903464871759568,-0.00260434171846025
11.336,-0.0900069213431381,-0.00261388723088024
11.337,-0.0896583601913069,-0.00261759838240168
11.338,-0.0893083483103309,-0.00262036859148581
11.339,-0.0889582319939384,-0.00262302854349594
11.34,-0.0885994152746236,-0.00261650309646866
11.341,-0.0882405985553088,-0.00260997764944138
11.342,-0.0878817818359933,-0.00260345220241409
11.343,-0.0875196450168868,-0.00259201005310827
11.344,-0.0871539547163969,-0.00257530558908001
11.345,-0.0867882644159065,-0.00255860112505173
11.346,-0.0864225741154167,-0.00254189666102347
11.347,-0.0860514906029644,-0.00251753965001263
11.348,-0.0856801481391354,-0.00249281520720305
11.349,-0.0853075025122086,-0.00246699643260487
11.35,-0.0849298054753353,-0.00243693573426832
11.351,-0.0845521084384619,-0.00240687503593177
11.352,-0.0841710686140545,-0.0023753605125919
11.353,-0.0837860403280833,-0.00234211135159143
11.354,-0.0833973447756435,-0.00230825467777549
11.355,-0.0830040654932246,-0.00227363867143526
11.356,-0.0826063766791378,-0.00223892125194535
11.357,-0.0822029128428804,-0.00220407101490653
11.358,-0.0817943224348268,-0.00216957442614329
11.359,-0.0813786948134499,-0.00213556328817582
11.36,-0.0809573098832233,-0.00210229239623888
11.361,-0.0805276387125062,-0.00207008690773789
11.362,-0.0800908175278144,-0.00203910528353366
11.363,-0.0796432022509718,-0.0020099712786549
11.364,-0.0791955869741285,-0.00198083727377609
11.365,-0.0787270157348588,-0.00195587992134497
11.366,-0.0782548175100438,-0.00193164544948344
11.367,-0.077782619285228,-0.00190741097762186
11.368,-0.0772941507841837,-0.00188664285574317
11.369,-0.0767979193954957,-0.00186752860163362
11.37,-0.0762911230730124,-0.0018507198055426
11.371,-0.0757751431380255,-0.00183591503839236
11.372,-0.075251576342588,-0.00182274109090482
11.373,-0.0747162890992637,-0.00181208649077991
11.374,-0.0741763825866169,-0.00180237300207663
11.375,-0.0736226869530827,-0.00179546885360855
11.376,-0.0730671265327385,-0.00178890555209134
11.377,-0.072496309076508,-0.00178513094155609
11.378,-0.0719254916202785,-0.00178135633102086
11.379,-0.0713396524588018,-0.00177982441700857
11.38,-0.0707532989436616,-0.0017783692944891
11.381,-0.0701556027868298,-0.00177804049445652
11.382,-0.0695554984975943,-0.00177795082158244
11.383,-0.0689472885401921,-0.00177808213605643
11.384,-0.0683353139536239,-0.00177831608678427
11.385,-0.0677173097809364,-0.00177799491503565
11.386,-0.0670941864930141,-0.00177720244461584
11.387,-0.0664710632050908,-0.00177640997419603
11.388,-0.0658402938327267,-0.00177360518252245
11.389,-0.0652071278035023,-0.00177016963093842
11.39,-0.0645739617742769,-0.00176673407935438
11.391,-0.0639332955534002,-0.00175927954327711
11.392,-0.0632924908867011,-0.00175175082088041
11.393,-0.0626505038203688,-0.00174317112817518
11.394,-0.0620038571675286,-0.00173044978408755
11.395,-0.0613572105146884,-0.00171772843999992
11.396,-0.0607085528571605,-0.0017025188618145
11.397,-0.060057151135764,-0.00168391402884269
11.398,-0.0594057494143675,-0.00166530919587089
11.399,-0.0587515260986027,-0.00164273995147429
11.4,-0.0580957392021902,-0.00161797383673373
11.401,-0.0574399523057777,-0.00159320772199317
11.402,-0.0567801485337152,-0.0015632042948436
11.403,-0.056119712264009,-0.00153237619995716
11.404,-0.0554588203673322,-0.00150107139089724
11.405,-0.0547929909095818,-0.00146460050192526
11.406,-0.0541271614518302,-0.00142812961295321
11.407,-0.0534593735673558,-0.00139014497248745
11.408,-0.0527871231058912,-0.00134871101604695
11.409,-0.0521148726444255,-0.00130727705960636
11.41,-0.0514391544216314,-0.00126389224272482
11.411,-0.0507603052925841,-0.00121874607015195
11.412,-0.0500789784613662,-0.00117263651474522
11.413,-0.0493936336709716,-0.00112496469211105
11.414,-0.048706626453396,-0.00107686011975944
11.415,-0.0480142776826345,-0.00102736507710129
11.416,-0.0473212384630211,-0.000977771560817535
11.417,-0.0466214869796704,-0.000927220723879256
11.418,-0.0459217354963198,-0.000876669886940977
11.419,-0.0452132429166525,-0.00082604811379355
11.42,-0.0445042823768168,-0.00077542254303099
11.421,-0.043795321836981,-0.00072479697226843
11.422,-0.0430759198010732,-0.000675508211902591
11.423,-0.0423557470693722,-0.00062631812266058
11.424,-0.0416355743376712,-0.000577128033418568
11.425,-0.0409066700859875,-0.000530395463332073
11.426,-0.0401749545387094,-0.000484454142969971
11.427,-0.0394432389914313,-0.000438512822607868
11.428,-0.0387048839262208,-0.00039540795621727
11.429,-0.0379617530128552,-0.000354343369499331
11.43,-0.0372186220994897,-0.000313278782781391
11.431,-0.0364714047097744,-0.000274393739962644
11.432,-0.0357182287100162,-0.000238686753506422
11.433,-0.0349650527102593,-0.000202979767050263
11.434,-0.0342035759976821,-0.000172268910640983
11.435,-0.0334416524857327,-0.000141826979058898
11.436,-0.0326754171093509,-0.000114059221788093
11.437,-0.0319047123670699,-8.90633196297593e-05
11.438,-0.0311337108221706,-6.42432723363542e-05
11.439,-0.0303540503692428,-4.45536080519903e-05
11.44,-0.029574389916315,-2.48639437676263e-05
11.441,-0.0287894100470725,-7.96012750955092e-06
11.442,-0.0280005024621031,6.88669255472625e-06
11.443,-0.0272103348201382,2.12162777283255e-05
11.444,-0.0264106905186704,3.16558333558779e-05
11.445,-0.0256110462172012,4.20953889834488e-05
11.446,-0.0248103617806367,5.22520433511977e-05
11.447,-0.0239983898819086,5.93386760689269e-05
11.448,-0.0231864179831791,6.64253087866688e-05
11.449,-0.0223737926379368,7.34440138713073e-05
11.45,-0.0215491051538527,7.92088251427955e-05
11.451,-0.0207244176697671,8.49736364142939e-05
11.452,-0.0198994961437801,9.07562125326788e-05
11.453,-0.0190620919724092,9.7486278315584e-05
11.454,-0.0182246878010368,0.000104216344098501
11.455,-0.0173872836296659,0.000110946409881406
11.456,-0.0165363855650318,0.000121767116918212
11.457,-0.0156852878375418,0.000132648351268641
11.458,-0.0148341901100532,0.00014352958561905
11.459,-0.0139819935457988,0.000155071098850023
11.46,-0.0131162112717346,0.000174776115107667
11.461,-0.0122504289976719,0.000194481131365277
11.462,-0.0113846467236092,0.000214186147622887
11.463,-0.0105188644495464,0.000233891163880496
11.464,-0.00964963070845014,0.00025678714144121
11.465,-0.00877272727746794,0.000286773925146091
11.466,-0.00789582384648573,0.000316760708850973
11.467,-0.00701808499206046,0.000347913249451336
11.468,-0.00613476010993999,0.00038686058007314
11.469,-0.00525143522781952,0.000425807910694944
11.47,-0.00436811034569748,0.000464755241316818
11.471,-0.00348083784945134,0.000511425147047549
11.472,-0.00259335691151744,0.000558502819732792
11.473,-0.00170587597358196,0.000605580492418118
11.474,-0.000816517569753813,0.000657358825505349
11.475,7.34029228639646e-05,0.000710544474977892
11.476,0.000963323415481742,0.000763730124450435
11.477,0.00185415535716752,0.000818727474214047
11.478,0.0027456224058493,0.000874987235202403
11.479,0.00363708945453109,0.000931246996190758
11.48,0.00452926096559227,0.00098725439057001
11.481,0.00542245004344529,0.00104289725181101
11.482,0.00631563912129831,0.00109854011305201
11.483,0.00720954413212894,0.00115315707961993
11.484,0.00810586179615991,0.00120431683978576
11.485,0.00900217946019089,0.00125547659995159
11.486,0.00989877366609502,0.00130624806513317
11.487,0.010800783440582,0.00134941548067558
11.488,0.0117027932150691,0.00139258289621799
11.489,0.0126048029895577,0.00143575031176048
11.49,0.013514636521036,0.00146967200778163
11.491,0.0144256564068275,0.00150219173039735
11.492,0.0153366762926206,0.00153471145301313
11.493,0.0162561654871452,0.00155892851466852
11.494,0.0171794940156712,0.00157938178762139
11.495,0.0181028225441973,0.00159983506057427
11.496,0.0190336984390227,0.00161417610532079
11.497,0.019971889089573,0.00162259330133498
11.498,0.0209100797401233,0.00163101049734917
11.499,0.0218520427643652,0.0016368135760023
11.5,0.0228017495449928,0.0016372505139505
11.501,0.0237617079136226,0.00163223885283342
11.502,0.024721666282254,0.00162722719171633
11.503,0.0256893613581902,0.00161914712843916
11.504,0.0266632325017133,0.00160861761756441
11.505,0.0276387912660202,0.00159772634736453
11.506,0.0286277071939057,0.00158397182818497
11.507,0.0296166231217911,0.00157021730900541
11.508,0.0306162379965189,0.00155600460069013
11.509,0.0316211640871548,0.00154156443620913
11.51,0.0326297004049578,0.00152755380343553
11.511,0.0336507187035794,0.0015150282313746
11.512,0.0346717370022027,0.00150250265931366
11.513,0.0357030031035041,0.00149339312462334
11.514,0.0367371523236475,0.00148524465856561
11.515,0.0377733648571174,0.00147928684264815
11.516,0.038813645412051,0.00147764810502503
11.517,0.0398539259669846,0.00147600936740191
11.518,0.0408914820327215,0.0014816390178554
11.519,0.0419287103012346,0.00148814316523144
11.52,0.0429614201231191,0.00149821856378567
11.521,0.0439885781412694,0.00151268194946534
11.522,0.0450068829569085,0.00153151803121238
11.523,0.0460196199740964,0.00155310411109467
11.524,0.047018122128099,0.00158013700383113
11.525,0.0480125889007565,0.00160871399057861
11.526,0.0489844114479616,0.00164409326639732
11.527,0.0499548994836507,0.00167987342733884
11.528,0.0509060755377694,0.00172014853062309
11.529,0.0518474174581047,0.00176271256858624
11.53,0.0527770665509755,0.00180717205055058
11.531,0.0536877055697891,0.00185471312513637
11.532,0.054595269015771,0.0019025276986398
11.533,0.0554748679086645,0.00195282905279415
11.534,0.0563544668015595,0.00200313040694858
11.535,0.0572092354255397,0.00205367349903465
11.536,0.0580584545715432,0.00210427061870023
11.537,0.0588922437487535,0.00215367144236442
11.538,0.0597126528276088,0.00220203489788001
11.539,0.0605263488974189,0.00224921947602337
11.54,0.0613203102207199,0.00229293841812331
11.541,0.0621142715440223,0.00233665736022333
11.542,0.0628875342412567,0.00237466313539579
11.543,0.0636572537287055,0.00241134544406144
11.544,0.0644135163407111,0.00244273662485254
11.545,0.0651642750362247,0.00247129431127992
11.546,0.0659063296267427,0.00249537100085938
11.547,0.0666405668938513,0.00251417030351115
11.548,0.0673694839576685,0.00252937799688435
11.549,0.0680937482877587,0.00254055841492668
11.55,0.0688108980053499,0.00254558062467833
11.551,0.0695262415640178,0.00254859989827367
11.552,0.0702341643961952,0.00254338997275863
11.553,0.0709420872283738,0.00253818004724358
11.554,0.0716427412631999,0.00252314451161322
11.555,0.0723433668792097,0.00250807056079592
11.556,0.0730391430409408,0.00248572859133018
11.557,0.0737336799076142,0.00246152925419324
11.558,0.0744248461743424,0.00243251876440192
11.559,0.0751137354177889,0.0024002580797527
11.56,0.0758002554680043,0.00236533041893768
11.561,0.0764831795753257,0.00232635484263051
11.562,0.0771648882863865,0.00228643650262547
11.563,0.0778416594020773,0.00224268814781609
11.564,0.078515541747782,0.00219762665469047
11.565,0.0791857503752117,0.00215089521198232
11.566,0.0798506262824791,0.00210294817697012
11.567,0.0805130255117082,0.00205443658378337
11.568,0.08116562212016,0.00200553160242616
11.569,0.0818174299246799,0.00195659496564293
11.57,0.0824589200087084,0.00190859848571743
11.571,0.0830967463319518,0.00186093584986439
11.572,0.0837254436892329,0.00181499786771699
11.573,0.084346683595688,0.00177046875490444
11.574,0.0849609625961759,0.0017276889395819
11.575,0.0855630169378417,0.00168798121934254
11.576,0.086161273305934,0.00164936838617988
11.577,0.0867416561310998,0.00161590817211283
11.578,0.0873220389562656,0.00158244795804577
11.579,0.0878787608433275,0.00155623489967142
11.58,0.0884351876825679,0.00153011221207965
11.581,0.0889708358509207,0.00151042212748446
11.582,0.0895012931057046,0.00149233903143847
11.583,0.0900148075725195,0.00147935693626803
11.584,0.0905176052795614,0.0014696013585449
11.585,0.0910059717458383,0.00146386407941764
11.586,0.0914748119491399,0.00146356377943628
11.587,0.0919436521524414,0.00146326347945492
11.588,0.0923922592714204,0.0014679149307203
11.589,0.0928210336481048,0.00147742015538086
11.59,0.0932498080247884,0.00148692538004141
11.591,0.093654773717642,0.00150108294604184
11.592,0.0940428503710398,0.0015185407186818
11.593,0.0944309270244369,0.00153599849132173
11.594,0.0947955358990357,0.0015568251681638
11.595,0.0951483242137719,0.00157934873903824
11.596,0.0954863835432773,0.00160309429168889
11.597,0.0958097979304107,0.00162805485354848
11.598,0.0961236416386529,0.00165324440020085
11.599,0.096418726313993,0.00167888276906416
11.6,0.096709109993067,0.00170432322556715
11.601,0.0969772135980461,0.00172882568897197
11.602,0.0972450474558033,0.00175329706199032
11.603,0.097487785543276,0.00177487595963249
11.604,0.0977305236307487,0.00179645485727466
11.605,0.0979533299983296,0.00181413875427709
