t,x_ref,x_meas,pitch_deg
15.046,5.9978076589863,5.99897915728972,0.425286858993285
15.048,5.9978096589863,5.99896711061518,0.456259281884197
15.05,5.99781165898631,5.99895528320786,0.486916279304761
15.052,5.99782065898631,5.99894369828886,0.517324499666555
15.054,5.99782965898631,5.99893239410096,0.547551872639859
15.056,5.99783865898631,5.99892150427487,0.577700693583741
15.058,5.99784765898631,5.99891103449074,0.607926100337178
15.06,5.99785665898631,5.99890106328327,0.638360646218653
15.062,5.99787165898631,5.99889147596729,0.668999460499101
15.064,5.99788665898631,5.99888258537544,0.700092141191053
15.066,5.99790165898631,5.9988743313133,0.731658774363668
15.068,5.99791665898631,5.99886658454162,0.763601285048349
15.07,5.99793165898631,5.99885957815281,0.796089137381601
15.072,5.99795165898631,5.99885333986552,0.829055888884308
15.074,5.99797165898631,5.99884762737975,0.862277638697344
15.076,5.99799165898631,5.99884257125987,0.895752390617764
15.078,5.99801165898631,5.99883828249253,0.929211440886344
15.08,5.99803165898631,5.99883443458054,0.962455529664868
15.082,5.99805565898631,5.9988310603186,0.995379561321254
15.084,5.99807965898631,5.99882824513792,1.02741916309219
15.086,5.99810365898631,5.99882580563314,1.05837878454762
15.088,5.99812765898631,5.99882367053784,1.0879765647937
15.09,5.99815165898631,5.99882177694814,1.11593937708326
15.092,5.99817865898631,5.99882007688531,1.14179025545147
15.094,5.99820565898631,5.99881848953097,1.16599833022596
15.096,5.99823265898631,5.99881702300067,1.18705792193187
15.098,5.99825965898631,5.99881560128146,1.20647989344011
15.1,5.99828665898631,5.9988142430693,1.22289656821085
15.102,5.99831565898631,5.99881292735667,1.23687024353939
15.104,5.99834465898631,5.99881166767426,1.24809469500005
15.106,5.99837365898631,5.99881047712172,1.25677896527029
15.108,5.99840265898631,5.99880937918137,1.26298281510128
15.11,5.99843165898631,5.99880840308504,1.26679001471969
15.112,5.99846165898632,5.99880761545127,1.26796908169254
15.114,5.99849165898631,5.99880704367612,1.26695587766498
15.116,5.99852165898631,5.998806746248,1.26380553835718
15.118,5.99855165898631,5.99880670413854,1.25904627814703
15.12,5.99858165898632,5.99880701017013,1.25235630043167
15.122,5.99861165898632,5.99880769871719,1.24404776300662
15.124,5.99864165898632,5.99880864941171,1.23462998594624
15.126,5.99867165898632,5.99881016612885,1.22328937167545
15.128,5.99870165898632,5.99881207132904,1.21078422766619
15.13,5.99873165898632,5.99881436251159,1.1971799086795
15.132,5.99876165898632,5.99881718752785,1.18214542463727
15.134,5.99879165898632,5.9988204877619,1.16586107869572
15.136,5.99882165898632,5.99882416749586,1.14855392681339
15.138,5.99885165898632,5.99882822043639,1.130221991389
15.14,5.99888165898632,5.99883281213417,1.110284402068
15.142,5.99891165898632,5.9988377449683,1.08919917589951
15.144,5.99894165898632,5.9988429870365,1.06700416025582
15.146,5.99897165898632,5.99884855581205,1.04354483558246
15.148,5.99900165898632,5.99885451046951,1.01836553202464
15.15,5.99903165898632,5.99886070446242,0.991997986197488
15.152,5.99906165898632,5.99886712884528,0.964442157670643
15.154,5.99909165898632,5.99887383157428,0.935366118089385
15.156,5.99912165898632,5.99888080207143,0.904808012502377
15.158,5.99915165898632,5.99888797881784,0.873169523461243
15.16,5.99918165898632,5.99889536351602,0.840491264297918
15.162,5.99921165898632,5.9989030663209,0.806463122180323
15.164,5.99924165898632,5.9989110443565,0.771582181344165
15.166,5.99927165898632,5.99891926805378,0.736082013286877
15.168,5.99930165898632,5.9989278499463,0.699945710912849
15.17,5.99933165898632,5.99893680288795,0.663459820874434
15.172,5.99936065898632,5.99894617402169,0.626850887575259
15.174,5.99938965898632,5.99895606928709,0.590395975234034
15.176,5.99941865898632,5.99896648597978,0.554357862544828
15.178,5.99944765898632,5.99897745235875,0.518934552702776
15.18,5.99947665898632,5.99898890113426,0.484118274237266
15.182,5.99950365898632,5.99900116020012,0.450581657047384
15.184,5.99953065898633,5.99901376266094,0.417615064343199
15.186,5.99955765898633,5.99902718374549,0.386124962361985
15.188,5.99958465898633,5.99904129065577,0.355970562631615
15.19,5.99961165898633,5.99905595137283,0.326922433601857
15.192,5.99963565898633,5.99907113812458,0.298935064598473
15.194,5.99965965898633,5.99908682417563,0.271958423981773
15.196,5.99968365898633,5.99910309427753,0.246135559968017
15.198,5.99970765898633,5.99911970115252,0.220932572694289
15.2,5.99973165898633,5.99913658807586,0.19620135244462
15.202,5.99975165898633,5.9991536975766,0.171791008163914
15.204,5.99977165898633,5.99917098029227,0.147514480045384
15.206,5.99979165898633,5.99918831961865,0.123068622172536
15.208,5.99981165898633,5.99920563630199,0.0982991971561941
15.21,5.99983165898633,5.99922288143568,0.0730837439837256
15.212,5.99984665898633,5.99924000733291,0.0473035584268966
15.214,5.99986165898633,5.9992568805859,0.0205468262543987
15.216,5.99987665898633,5.99927352664925,-0.00699184161251472
15.218,5.99989165898633,5.99928992838336,-0.0353244772598034
15.22,5.99990665898633,5.99930607218229,-0.0644507607605238
15.222,5.99991565898633,5.99932189548736,-0.094490745184167
15.224,5.99992465898633,5.99933740543034,-0.125324868268492
15.226,5.99993365898633,5.99935266778504,-0.156708895070879
15.228,5.99994265898633,5.99936769685016,-0.188544553469044
15.23,5.99995165898633,5.99938250873948,-0.220727140671569
15.232,5.99995365898633,5.99939706040843,-0.253130038605114
15.234,5.99995565898633,5.99941144167857,-0.285480848885604
15.236,5.99995765898633,5.99942572148468,-0.317753140505008
15.238,5.99995965898633,5.99943981425929,-0.349705169663404
15.24,5.99996165898633,5.99945378662093,-0.381296289748571
15.242,5.99995565898633,5.99946766914701,-0.412617315098156
15.244,5.99994965898633,5.99948133109287,-0.443247666701571
15.246,5.99994365898634,5.99949485640757,-0.473572474950597
15.248,5.99993765898634,5.99950822434884,-0.503545354652995
15.25,5.99993165898634,5.99952129116015,-0.533126403960365
15.252,5.99991865898634,5.99953404672563,-0.562525811846134
15.254,5.99990565898634,5.99954643622827,-0.591885204851261
15.256,5.99989265898634,5.99955839858565,-0.621345574942051
15.258,5.99987965898634,5.99956987276129,-0.651047583393091
15.26,5.99986665898634,5.99958080014291,-0.681123414273326
15.262,5.99984765898634,5.99959112687409,-0.711688790935642
15.264,5.99982865898634,5.99960069385602,-0.742938718664988
15.266,5.99980965898634,5.99960955983412,-0.774834245562355
15.268,5.99979065898634,5.99961771589525,-0.807357273828091
15.27,5.99977165898634,5.99962515744964,-0.840454486286615
15.272,5.99974765898634,5.99963189239305,-0.874029993405531
15.274,5.99972365898634,5.99963794077904,-0.907946586516527
15.276,5.99969965898634,5.99964333412969,-0.942028246561035
15.278,5.99967565898634,5.99964809549883,-0.976051606307223
15.28,5.99965165898634,5.99965223333487,-1.00966979255104
15.282,5.99962365898634,5.99965589406649,-1.04261753538887
15.284,5.99959565898634,5.9996591405156,-1.07461678010132
15.286,5.99956765898634,5.99966201515956,-1.10525457528946
15.288,5.99953965898634,5.99966466581935,-1.13482633136293
15.29,5.99951165898634,5.99966698964253,-1.16201636198451
15.292,5.99948065898634,5.9996691596793,-1.18731285971854
15.294,5.99944965898634,5.99967120660728,-1.21087662593225
