t,x_ref,x_meas,pitch_deg
3.808,0.23436,0.182670530610463,12.1560337455949
3.81,0.2361,0.184177011230687,12.1760616017813
3.812,0.23788,0.185685672641729,12.1959214761465
3.814,0.23966,0.187213336813926,12.2143083101984
3.816,0.24144,0.188741000986124,12.2326951442504
3.818,0.24322,0.19027201161659,12.2508271697115
3.82,0.245,0.19182372174606,12.2673830780522
3.822,0.24682,0.193375431875529,12.2839389863928
3.824,0.24864,0.194933013270959,12.3000777690104
3.826,0.25046,0.19650889811662,12.3149161779159
3.828,0.252280000000001,0.198084782962281,12.3297545868214
3.83,0.2541,0.199668191045383,12.3441140267996
3.832,0.255960000000001,0.201265783790183,12.3575703964906
3.834,0.25782,0.202864695061237,12.370953933175
3.836,0.259680000000001,0.204481502671012,12.3833489084641
3.838,0.26154,0.206098310280786,12.3957438837533
3.84,0.2634,0.207732085130927,12.4073180914701
3.842,0.2653,0.209370351967732,12.4186750053366
3.844,0.2672,0.211008717736265,12.4300275484358
3.846,0.2691,0.21267460552215,12.4401641789524
3.848,0.271,0.214340493308035,12.450300809469
3.85,0.2729,0.21600638109392,12.4604374399856
3.852,0.27484,0.217680418718998,12.4702209293175
3.854,0.27678,0.219373731946473,12.479169186333
3.856,0.27872,0.221067045173947,12.4881174433486
3.858,0.28066,0.222773699762246,12.4964718746388
3.86,0.2826,0.22449030088327,12.5043835844488
3.862,0.28458,0.226206902004296,12.5122952942588
3.864,0.28656,0.227943302157466,12.5193221932644
3.866,0.28854,0.229683234326678,12.5261912478899
3.868,0.29052,0.231426074943763,12.532939527204
3.87,0.2925,0.233189398604355,12.538837233956
3.872,0.29452,0.234952722264947,12.5447349407079
3.874,0.29654,0.236725436618668,12.5503089570518
3.876,0.29856,0.238512233335442,12.5553975645147
3.878,0.30058,0.240299030052217,12.5604861719776
3.88,0.3026,0.242101754081677,12.5651814392956
3.882,0.30466,0.243912119322365,12.5696879996303
3.884,0.30672,0.245722484563053,12.5741945599649
3.886,0.30878,0.24755536729684,12.5783797982307
3.888,0.31084,0.249389397491024,12.5825486623669
3.89,0.3129,0.251228824360686,12.5866889570254
3.892,0.315,0.253086603655584,12.5907320957207
3.894,0.3171,0.254944382950482,12.594775234416
3.896,0.3192,0.256814137969385,12.5988249757607
3.898,0.3213,0.258695727666947,12.6028812419916
3.9,0.3234,0.260577317364508,12.6069375082225
3.902,0.32554,0.262477473487699,12.611037294819
3.904,0.32768,0.26438290644218,12.6151494504967
3.906,0.32982,0.266289637106605,12.6192620493203
3.908,0.33196,0.268218920008632,12.62338234935
3.91,0.3341,0.270148202910659,12.6275026493797
3.912,0.33628,0.272085356835669,12.631592600181
3.914,0.33846,0.274038481479792,12.6356209708037
3.916,0.34064,0.275991606123914,12.6396493414265
3.918,0.34282,0.277959171370916,12.6435639867991
3.92,0.345,0.279936130858495,12.6474046489476
3.922,0.34722,0.281913090346074,12.6512453110962
3.924,0.34944,0.283911069308221,12.6548824555719
3.926,0.35166,0.285911871595718,12.6584922636553
3.928,0.35388,0.287916429048595,12.6620704512453
3.93,0.3561,0.289941102357563,12.6654792526088
3.932,0.35836,0.29196577566653,12.6688880539723
3.934,0.36062,0.29400080556006,12.6722499320557
3.936,0.36288,0.296049395121485,12.6755503744322
3.938,0.36514,0.29809798468291,12.6788508168088
3.94,0.3674,0.300163562526938,12.6821614341578
3.942,0.3697,0.302236121100801,12.6854762325495
3.944,0.372,0.304308679674663,12.6887910309413
3.946,0.3743,0.306404882317745,12.6922265171798
3.948,0.3766,0.308501457579241,12.6956639053969
3.95,0.3789,0.310604290210873,12.699146515497
3.952,0.38124,0.312724912874504,12.7027576937861
3.954,0.38358,0.314845535538134,12.7063688720752
3.956,0.38592,0.316979050091013,12.710057818588
3.958,0.38826,0.319123727721184,12.7138141045477
3.96,0.3906,0.321268405351355,12.7175703905073
3.962,0.392980000000001,0.323432597158254,12.7213638883713
3.964,0.39536,0.32560131711013,12.7251660210294
3.966,0.39774,0.32777213601713,12.7289604591022
3.968,0.40012,0.329964875813162,12.7326745371199
3.97,0.4025,0.332157615609195,12.7363886151376
3.972,0.40492,0.33435906974424,12.7400245870489
3.974,0.40734,0.336575808776908,12.743523561325
3.976,0.40976,0.338792547809575,12.747022535601
3.978,0.412180000000001,0.341024611433367,12.7503258225247
3.98,0.4146,0.343265338850784,12.7535184771437
3.982,0.417060000000001,0.345506066268202,12.7567111317626
3.984,0.41952,0.347768734334971,12.759584641022
3.986,0.42198,0.35003345217714,12.7624283345591
3.988,0.42444,0.35230273760359,12.7652062394878
3.99,0.4269,0.354591459558898,12.7677041928914
3.992,0.429399524361294,0.356880181514206,12.7702021462949
3.994,0.431899048722589,0.359178757087272,12.7725681057766
3.996,0.434398573083882,0.361488623773068,12.7747828154038
3.998,0.436898097445177,0.363804515619427,12.7769213113832
4,0.43939762180647,0.366129670611765,12.7789426356893
4.002,0.4419361960728,0.368471859144135,12.7807266545067
4.004,0.44447477033913,0.370814047676506,12.7825106733241
4.006,0.44701334460546,0.373166552784617,12.7841201160624
4.008,0.449551918871789,0.375528133475715,12.7855759826788
4.01,0.452090493138118,0.37789991354601,12.786792462655
4.012,0.454667644152739,0.380278494491971,12.7878493212712
4.014,0.457244795167358,0.382668402372745,12.7885422462803
4.016,0.459821946181978,0.385063942049823,12.7890542220761
4.018,0.462399097196597,0.3874719220561,12.7890322385109
4.02,0.464976248211218,0.389884367365724,12.7888185967923
4.022,0.467591504251833,0.392310352137939,12.7878573638654
4.024,0.470206760292448,0.394739641218282,12.7867136811782
4.026,0.472822016333063,0.397185252510007,12.7844333599202
4.028,0.475437272373679,0.399633264375255,12.7819858686389
4.03,0.478052528414294,0.402091352436913,12.778699863482
4.032,0.480705419349625,0.404559949502199,12.7745393274006
4.034,0.483358310284955,0.407030743615681,12.7701698233915
4.036,0.486011201220286,0.409519837153721,12.7640598055262
4.038,0.488664092155617,0.41200893069176,12.7579497876609
4.04,0.491316983090947,0.414512837440644,12.7503437840454
4.042,0.494007040563694,0.417022365935299,12.7421700404813
4.044,0.496697098036442,0.419538887329784,12.7333051828574
4.046,0.499387155509189,0.422068827106027,12.7231141754932
4.048,0.502077212981936,0.42459876688227,12.712923168129
4.05,0.504767270454683,0.427148320174276,12.7009894138804
4.052,0.507494028097043,0.429698684231576,12.6889836195802
4.054,0.510220785739402,0.43226087303633,12.6761020345855
4.056,0.512947543381761,0.434831694852474,12.6625810523378
4.058,0.51567430102412,0.437406525969652,12.6488227252654
4.06,0.518401058666481,0.439997833497624,12.6340890184951
4.062,0.521164052356195,0.442589141025594,12.6193553117248
4.064,0.523927046045908,0.445195979584684,12.6038606917956
4.066,0.526690039735622,0.447806380697907,12.5881915313419
4.068,0.529453033425337,0.450430121705892,12.5719248268219
4.07,0.532216027115051,0.453058190940305,12.555464244759
4.072,0.535014795282544,0.455698524628381,12.5384283000963
4.074,0.537813563450036,0.458344199110043,12.52114180266
4.076,0.54061233161753,0.461001054752648,12.5032576384615
4.078,0.543411099785023,0.463664247801705,12.4850347207815
4.08,0.546209867952515,0.466337541699286,12.4661838722913
4.082,0.549043951953216,0.469018154318759,12.4468780470773
4.084,0.551878035953918,0.471707800077219,12.4269387140013
4.086,0.554712119954619,0.474405735268383,12.406418030323
4.088,0.557546203955319,0.477111654580422,12.3853033127262
4.09,0.56038028795602,0.47982683124673,12.3634998302027
4.092,0.56324923252704,0.482548962761706,12.3411894482368
4.094,0.566118177098059,0.485281325197759,12.3181333925059
4.096,0.568987121669078,0.488019629071975,12.2946902878811
4.098,0.571856066240098,0.490769148590932,12.2705165515852
4.1,0.574725010811117,0.493523605217546,12.2460829475695
4.102,0.577628364638768,0.49629027303469,12.2210065999763
4.104,0.580531718466417,0.499060876191723,12.19578020861
4.106,0.583435072294067,0.501844690218411,12.1700501228279
4.108,0.586338426121716,0.504631436754476,12.1442478227234
4.11,0.589241779949367,0.507432387266447,12.1180957435169
4.112,0.592179096384825,0.510235266522286,12.0919159064389
4.114,0.595116412820282,0.513053325428631,12.0655176086328
4.116,0.59805372925574,0.515872444908209,12.0391105659356
4.118,0.600991045691198,0.518710018752019,12.0125513589174
4.12,0.603928362126656,0.521547592595829,11.9859921518992
4.122,0.606899200103351,0.524392866976398,11.9593813138634
4.124,0.609870038080046,0.52724970075788,11.9326929716676
4.126,0.612840876056742,0.530112865784794,11.9059555200477
4.128,0.615811714033437,0.53298623389232,11.8791389264298
4.13,0.618782552010132,0.535865621448963,11.8522649230491
4.132,0.621786477241484,0.53875543573427,11.8252914760139
4.134,0.624790402472837,0.541650962309005,11.7982592088206
4.136,0.627794327704189,0.544557139367743,11.7711172722623
4.138,0.630798252935541,0.547468727443267,11.7439260947559
4.14,0.633802178166893,0.5503911931034,11.7166359298314
4.142,0.636838764742358,0.553319685195466,11.6893149003162
4.144,0.639875351317822,0.556261264771193,11.661926842777
4.146,0.642911937893285,0.559202844346919,11.6345387852378
4.148,0.645948524468749,0.562157064526638,11.6071482657856
4.15,0.648985111044214,0.565120562438964,11.5797559393809
4.152,0.652053943604413,0.568084060351288,11.5523636129763
4.154,0.655122776164612,0.57106394965498,11.5250373403738
4.156,0.658191608724812,0.574047004502445,11.4977238242358
4.158,0.661260441285012,0.577041520200738,11.470475960587
4.16,0.664329273845212,0.580041779578451,11.4432609991072
4.162,0.667429950618163,0.583050492414826,11.4160846602983
4.164,0.670530627391114,0.586067858199996,11.3889478556027
4.166,0.673631304164066,0.589091385345609,11.3618206681219
4.168,0.676731980937017,0.592127874791499,11.3347137133851
4.17,0.679832657709968,0.595164364237389,11.3076067586483
4.172,0.682964794850998,0.598213605398374,11.2804887276386
4.174,0.686096931992031,0.601271209241056,11.2533634327162
4.176,0.689229069133061,0.604328813083737,11.2262381377938
4.178,0.692361206274092,0.607404991633369,11.1991067456376
4.18,0.695493343415123,0.610483567635776,11.1719745665063
4.182,0.698656581328688,0.613565636267521,11.1448605099704
4.184,0.701819819242252,0.616665072076748,11.1178365684452
4.186,0.704983057155815,0.619764507885976,11.0908126269199
4.188,0.708146295069379,0.622873273103209,11.0639228390781
4.19,0.711309532982944,0.625993478645225,11.0371975591781
4.192,0.714503545555957,0.629113684187241,11.010472279278
4.194,0.71769755812897,0.632249004224579,10.984098185296
4.196,0.720891570701983,0.635389888146521,10.9578533684008
4.198,0.724085583274997,0.638531032795443,10.9316156542594
4.2,0.72727959584801,0.641692476037796,10.9059309167048
4.202,0.73050410338166,0.644853919280149,10.8802461791503
4.204,0.733728610915309,0.64802114233292,10.8547022132552
4.206,0.73695311844896,0.651202216009228,10.8294955897849
4.208,0.74017762598261,0.654383289685533,10.8042889663145
4.21,0.74340213351626,0.657578990009554,10.7793071355041
4.212,0.746656918165458,0.660778745845615,10.7543876326691
4.214,0.749911702814657,0.66398352398726,10.7294882773537
4.216,0.753166487463855,0.667201784314315,10.7046430072769
4.218,0.756421272113053,0.670420044641371,10.6797977372001
4.22,0.759676056762252,0.673652240438201,10.6548753272831
4.222,0.762960973369954,0.676888839332747,10.6299285440039
4.224,0.766245889977656,0.68013073844041,10.6049403682519
4.226,0.769530806585357,0.683388675685468,10.5798269412788
4.228,0.772815723193058,0.686646612930526,10.5547135143057
4.23,0.776100639800761,0.689904550175586,10.5296000873326
4.232,0.779415610082711,0.693181287605144,10.5044703241675
4.234,0.782730580364661,0.696460875740875,10.4793380839159
4.236,0.786045550646612,0.699745071977423,10.4542795772164
4.238,0.789360520928563,0.703043536080518,10.4294493685777
4.24,0.792675491210514,0.706342000183611,10.404619159939
4.242,0.796020481049512,0.709652151454471,10.3801882747425
4.244,0.799365470888509,0.712969468337288,10.356002221903
4.246,0.802710460727509,0.716286785220105,10.3318161690635
4.248,0.806055450566507,0.71962283219049,10.3085394756195
4.25,0.809400440405504,0.722958959865051,10.285266700422
4.252,0.812775436988185,0.726301475503332,10.2623471301784
4.254,0.816150433570868,0.729654798147482,10.240025103718
4.256,0.819525430153548,0.733010917819377,10.2178563402441
4.258,0.822900426736229,0.736379800782069,10.1963869406104
4.26,0.82627542331891,0.739748683744762,10.1749175409766
4.262,0.829680422176355,0.743132838972446,10.1542004883851
4.264,0.833085421033799,0.746517179601176,10.1334925690774
4.266,0.836490419891242,0.749913742442443,10.1132960257209
4.268,0.839895418748686,0.753313432636747,10.0932303304519
4.27,0.843300417606131,0.756721606712923,10.0734655131393
4.272,0.84673446594748,0.760135331221987,10.0538975400226
4.274,0.850168514288829,0.76355878416609,10.0346283338892
4.276,0.853602562630179,0.766985250977753,10.0154516857175
4.278,0.857036610971529,0.770423417021057,9.9965973063597
4.28,0.860470659312879,0.773863786220835,9.97779795389406
4.282,0.863932807718415,0.777317916094379,9.95931376951808
4.284,0.867394956123951,0.780772045967922,9.9408295851421
4.286,0.870857104529489,0.784235627532817,9.92248337995275
4.288,0.874319252935025,0.787706990423744,9.90425076935691
4.29,0.877781401340562,0.791178618189235,9.88601768111315
4.292,0.881270703327422,0.794667045937552,9.8677542974849
4.294,0.884760005314284,0.79815547368587,9.84949091385663
4.296,0.888249307301145,0.801651132857846,9.83105675747426
4.298,0.891738609288006,0.805154545553623,9.81243949874909
4.3,0.895227911274866,0.808664658049613,9.79347062213052
4.302,0.898743423341971,0.812180991172362,9.77417527552666
4.304,0.902258935409074,0.81570439783261,9.75429835689306
4.306,0.905774447476177,0.819233487391939,9.73395420172398
4.308,0.909289959543281,0.822770837616395,9.71264717032479
4.31,0.912805471610385,0.826313917125461,9.69067232442392
4.312,0.916346253476337,0.829859766169512,9.66828860167802
4.314,0.919887035342289,0.83341803872262,9.64407074966116
4.316,0.92342781720824,0.836976311275727,9.61985289764429
4.318,0.926968599074193,0.840546185703791,9.59363239380388
4.32,0.930509380940145,0.844119445669204,9.56682749713263
4.322,0.934074495884069,0.84769813515512,9.5390333912809
4.324,0.937639610827993,0.851286232866997,9.50952519235477
4.326,0.941204725771919,0.854874330578875,9.48001699342862
4.328,0.944769840715844,0.858474767708492,9.44832326245378
4.33,0.948334955659768,0.862077508918871,9.41625078069445
4.332,0.951923470943963,0.865689471087893,9.38269886531043
4.334,0.955511986228161,0.869305410920554,9.34858718406074
4.336,0.959100501512356,0.872928338101706,9.31349219212053
4.338,0.962689016796552,0.876557451896044,9.27764582901419
4.34,0.966277532080748,0.880191323659486,9.24122160518067
4.342,0.969888519460003,0.883835319493167,9.20372757530031
4.344,0.973499506839256,0.887482377507301,9.16590996615876
4.346,0.977110494218509,0.891132310321854,9.12780343371332
4.348,0.980721481597762,0.894792857846596,9.08863010125003
4.35,0.984332468977017,0.898456676950837,9.04911191018316
