t,ref_x,ref_y,ref_z,ref_yaw,meas_x,meas_y,meas_z,roll,pitch,yaw,w1,w2,w3,w4
1.281,0,0,1,0,0.00300606882151739,-0.000711274732041455,0.99984500804921,-3.42762390603388e-05,-0.000193781195565765,0.000490365045475679,0,0,0,0
1.282,0,0,1,0,0.00300847508874231,-0.000711823938011671,0.99984943667464,-3.62334803986163e-05,-0.00019471279799208,0.000490457726611048,0,0,0,0
1.283,0,0,1,0,0.00301088472742374,-0.000712370450653138,0.999853837403776,-3.8303699231262e-05,-0.000195228022999718,0.000490549569059744,0,0,0,0
1.284,0,0,1,0,0.00301330013071811,-0.000712912358163961,0.999858190435029,-4.05670902198538e-05,-0.000195031313970386,0.000490639977497945,0,0,0,0
1.285,0,0,1,0,0.00301571553401249,-0.000713454265674784,0.999862543466281,-4.28304812084451e-05,-0.000194834604941054,0.000490730385936146,0,0,0,0
1.286,0,0,1,0,0.00301813093730686,-0.000713996173185607,0.999866896497533,-4.5093872197037e-05,-0.000194637895911722,0.000490820794374348,0,0,0,0
1.287,0,0,1,0,0.00302054634060123,-0.00071453808069643,0.999871249528786,-4.73572631856283e-05,-0.00019444118688239,0.000490911202812549,0,0,0,0
1.288,0,0,1,0,0.00302296174389561,-0.000715079988207253,0.999875602560038,-4.96206541742201e-05,-0.000194244477853057,0.00049100161125075,0,0,0,0
1.289,0,0,1,0,0.00302538470198318,-0.000715625136859661,0.999879886108611,-5.15538424078631e-05,-0.000193053881353443,0.000491087354884969,0,0,0,0
1.29,0,0,1,0,0.00302780819551498,-0.000716170515227234,0.999884164732614,-5.34636275971523e-05,-0.000191792843307833,0.000491172767902278,0,0,0,0
1.291,0,0,1,0,0.00303023168904679,-0.000716715893594808,0.999888443356618,-5.5373412786441e-05,-0.000190531805262224,0.000491258180919587,0,0,0,0
1.292,0,0,1,0,0.00303265518257859,-0.000717261271962381,0.999892721980621,-5.72831979757302e-05,-0.000189270767216615,0.000491343593936896,0,0,0,0
1.293,0,0,1,0,0.00303507867611039,-0.000717806650329954,0.999897000604625,-5.9192983165019e-05,-0.000188009729171006,0.000491429006954205,0,0,0,0
1.294,0,0,1,0,0.00303750343648858,-0.00071835813173958,0.999901242806009,-6.06581014602866e-05,-0.000186388450822623,0.000491510794144568,0,0,0,0
1.295,0,0,1,0,0.003039929470802,-0.000718915750341844,0.999905448380964,-6.16760646541055e-05,-0.000184404916387046,0.000491588935219069,0,0,0,0
1.296,0,0,1,0,0.00304235550511542,-0.000719473368944107,0.999909653955919,-6.26940278479245e-05,-0.000182421381951469,0.000491667076293569,0,0,0,0
1.297,0,0,1,0,0.00304478153942884,-0.00072003098754637,0.999913859530874,-6.37119910417434e-05,-0.000180437847515893,0.00049174521736807,0,0,0,0
1.298,0,0,1,0,0.00304720757374226,-0.000720588606148633,0.999918065105829,-6.47299542355625e-05,-0.000178454313080316,0.00049182335844257,0,0,0,0
1.299,0,0,1,0,0.00304963320460249,-0.000721147266447946,0.999922266147149,-6.56749715333353e-05,-0.000176459690498903,0.000491900964820567,0,0,0,0
1.3,0,0,1,0,0.00305205287469541,-0.000721721317166498,0.999926400206844,-6.55422590612571e-05,-0.000174301247531312,0.000491970671393755,0,0,0,0
1.301,0,0,1,0,0.00305447254478833,-0.00072229536788505,0.99993053426654,-6.5409546589179e-05,-0.000172142804563721,0.000492040377966944,0,0,0,0
1.302,0,0,1,0,0.00305689221488124,-0.000722869418603602,0.999934668326236,-6.52768341171009e-05,-0.000169984361596129,0.000492110084540132,0,0,0,0
1.303,0,0,1,0,0.00305931188497416,-0.000723443469322153,0.999938802385931,-6.51441216450228e-05,-0.000167825918628538,0.000492179791113321,0,0,0,0
1.304,0,0,1,0,0.00306173155506708,-0.000724017520040705,0.999942936445627,-6.50114091729446e-05,-0.000165667475660946,0.00049224949768651,0,0,0,0
1.305,0,0,1,0,0.00306414097384042,-0.00072460121284195,0.999947026617526,-6.41967206740226e-05,-0.000163782975664004,0.000492313998216955,0,0,0,0
1.306,0,0,1,0,0.0030665443249301,-0.000725190612723845,0.999951090812548,-6.29783753811914e-05,-0.000162060620576696,0.000492375417327467,0,0,0,0
1.307,0,0,1,0,0.00306894767601978,-0.00072578001260574,0.99995515500757,-6.17600300883604e-05,-0.000160338265489388,0.000492436836437979,0,0,0,0
1.308,0,0,1,0,0.00307135102710946,-0.000726369412487634,0.999959219202592,-6.05416847955292e-05,-0.00015861591040208,0.000492498255548491,0,0,0,0
1.309,0,0,1,0,0.00307375437819914,-0.000726958812369529,0.999963283397614,-5.93233395026982e-05,-0.000156893555314773,0.000492559674659004,0,0,0,0
1.31,0,0,1,0,0.00307615306222243,-0.000727550089119743,0.999967334430645,-5.79621365517806e-05,-0.000155348548585311,0.000492619744067279,0,0,0,0
1.311,0,0,1,0,0.00307853222810351,-0.000728149215122517,0.999971330418903,-5.60034884701769e-05,-0.000154545230570681,0.000492674168884707,0,0,0,0
1.312,0,0,1,0,0.00308091139398458,-0.000728748341125291,0.999975326407161,-5.40448403885728e-05,-0.000153741912556051,0.000492728593702134,0,0,0,0
1.313,0,0,1,0,0.00308329055986566,-0.000729347467128065,0.999979322395419,-5.20861923069691e-05,-0.000152938594541421,0.000492783018519562,0,0,0,0
1.314,0,0,1,0,0.00308566972574673,-0.000729946593130839,0.999983318383677,-5.01275442253649e-05,-0.000152135276526791,0.00049283744333699,0,0,0,0
1.315,0,0,1,0,0.0030880488916278,-0.000730545719133613,0.999987314371935,-4.81688961437613e-05,-0.000151331958512161,0.000492891868154417,0,0,0,0
1.316,0,0,1,0,0.00309040732918264,-0.000731145612088399,0.999991259848963,-4.60554962011044e-05,-0.000151373746542992,0.000492942586354631,0,0,0,0
1.317,0,0,1,0,0.00309275914035866,-0.000731745750220462,0.999995189178688,-4.38926255755334e-05,-0.000151685695933561,0.000492992119632843,0,0,0,0
1.318,0,0,1,0,0.00309511095153467,-0.000732345888352526,0.999999118508413,-4.1729754949962e-05,-0.00015199764532413,0.000493041652911055,0,0,0,0
1.319,0,0,1,0,0.00309746276271069,-0.000732946026484589,1.00000304783814,-3.95668843243911e-05,-0.0001523095947147,0.000493091186189268,0,0,0,0
1.32,0,0,1,0,0.0030998145738867,-0.000733546164616652,1.00000697716786,-3.74040136988197e-05,-0.000152621544105269,0.00049314071946748,0,0,0,0
1.321,0,0,1,0,0.00310215829032982,-0.000734143470733315,1.00001088543552,-3.53693201989165e-05,-0.000153249369662823,0.000493189462549053,0,0,0,0
1.322,0,0,1,0,0.0031044850054414,-0.00073473482878061,1.00001474946662,-3.36038365468981e-05,-0.000154540628531288,0.000493236545984132,0,0,0,0
1.323,0,0,1,0,0.00310681172055297,-0.000735326186827905,1.00001861349772,-3.18383528948801e-05,-0.000155831887399753,0.000493283629419211,0,0,0,0
1.324,0,0,1,0,0.00310913843566454,-0.000735917544875199,1.00002247752882,-3.00728692428617e-05,-0.000157123146268218,0.000493330712854291,0,0,0,0
1.325,0,0,1,0,0.00311146515077611,-0.000736508902922494,1.00002634155992,-2.83073855908437e-05,-0.000158414405136683,0.00049337779628937,0,0,0,0
1.326,0,0,1,0,0.00311379186588768,-0.000737100260969789,1.00003020559102,-2.65419019388253e-05,-0.000159705664005148,0.00049342487972445,0,0,0,0
1.327,0,0,1,0,0.00311610207457278,-0.00073767654471544,1.00003401269898,-2.55756872251289e-05,-0.000161513716903783,0.000493471687945817,0,0,0,0
1.328,0,0,1,0,0.00311841018751674,-0.000738250914549903,1.00003781257968,-2.47109518236723e-05,-0.000163387384641475,0.000493518461224629,0,0,0,0
1.329,0,0,1,0,0.00312071830046069,-0.000738825284384367,1.00004161246038,-2.38462164222158e-05,-0.000165261052379168,0.000493565234503441,0,0,0,0
1.33,0,0,1,0,0.00312302641340464,-0.00073939965421883,1.00004541234109,-2.29814810207591e-05,-0.00016713472011686,0.000493612007782254,0,0,0,0
1.331,0,0,1,0,0.00312533452634859,-0.000739974024053293,1.00004921222179,-2.21167456193026e-05,-0.000169008387854553,0.000493658781061067,0,0,0,0
1.332,0,0,1,0,0.00312763813378548,-0.00074053895186808,1.00005298353183,-2.17673974099561e-05,-0.000170905616924121,0.000493705932382063,0,0,0,0
1.333,0,0,1,0,0.00312993628161223,-0.000741092438185702,1.00005672022099,-2.20425767168263e-05,-0.000172831396761541,0.000493753541800874,0,0,0,0
1.334,0,0,1,0,0.00313223442943899,-0.000741645924503324,1.00006045691015,-2.23177560236966e-05,-0.00017475717659896,0.000493801151219684,0,0,0,0
1.335,0,0,1,0,0.00313453257726575,-0.000742199410820946,1.00006419359931,-2.25929353305668e-05,-0.000176682956436379,0.000493848760638495,0,0,0,0
1.336,0,0,1,0,0.0031368307250925,-0.000742752897138568,1.00006793028847,-2.2868114637437e-05,-0.000178608736273799,0.000493896370057306,0,0,0,0
1.337,0,0,1,0,0.00313912885063372,-0.000743306061463828,1.00007166592261,-2.3160688489572e-05,-0.000180526404300187,0.000493943989158046,0,0,0,0
1.338,0,0,1,0,0.00314142568110169,-0.000743840513941083,1.0000753402463,-2.44641064629434e-05,-0.00018197267302474,0.000493992170901926,0,0,0,0
1.339,0,0,1,0,0.00314372251156966,-0.000744374966418338,1.00007901456998,-2.57675244363145e-05,-0.000183418941749293,0.000494040352645806,0,0,0,0
1.34,0,0,1,0,0.00314601934203763,-0.000744909418895594,1.00008268889367,-2.70709424096859e-05,-0.000184865210473846,0.000494088534389686,0,0,0,0
1.341,0,0,1,0,0.00314831617250561,-0.000745443871372849,1.00008636321736,-2.83743603830571e-05,-0.000186311479198399,0.000494136716133566,0,0,0,0
1.342,0,0,1,0,0.00315061300297358,-0.000745978323850105,1.00009003754105,-2.96777783564285e-05,-0.000187757747922952,0.000494184897877447,0,0,0,0
1.343,0,0,1,0,0.00315291292807454,-0.000746505659473283,1.00009367603988,-3.1338116184038e-05,-0.000188688125963465,0.000494232505127726,0,0,0,0
1.344,0,0,1,0,0.00315521507847038,-0.000747027877494803,1.00009728877772,-3.32551086540741e-05,-0.000189247536299405,0.000494279699269997,0,0,0,0
1.345,0,0,1,0,0.00315751722886621,-0.000747550095516322,1.00010090151555,-3.51721011241097e-05,-0.000189806946635345,0.000494326893412269,0,0,0,0
1.346,0,0,1,0,0.00315981937926205,-0.000748072313537842,1.00010451425338,-3.70890935941457e-05,-0.000190366356971286,0.000494374087554541,0,0,0,0
1.347,0,0,1,0,0.00316212152965789,-0.000748594531559361,1.00010812699121,-3.90060860641814e-05,-0.000190925767307226,0.000494421281696813,0,0,0,0
1.348,0,0,1,0,0.00316442486053551,-0.000749116316545282,1.00011173082964,-4.09297576503187e-05,-0.000191330755767542,0.00049446799554124,0,0,0,0
1.349,0,0,1,0,0.00316673506911353,-0.000749635578587461,1.00011528281853,-4.28923429752179e-05,-0.000190836054443139,0.000494511911083531,0,0,0,0
1.35,0,0,1,0,0.00316904527769155,-0.000750154840629639,1.00011883480742,-4.48549283001175e-05,-0.000190341353118737,0.000494555826625822,0,0,0,0
1.351,0,0,1,0,0.00317135548626957,-0.000750674102671818,1.00012238679632,-4.68175136250168e-05,-0.000189846651794334,0.000494599742168113,0,0,0,0
1.352,0,0,1,0,0.00317366569484759,-0.000751193364713997,1.00012593878521,-4.87800989499164e-05,-0.000189351950469931,0.000494643657710404,0,0,0,0
1.353,0,0,1,0,0.00317597590342561,-0.000751712626756176,1.0001294907741,-5.07426842748156e-05,-0.000188857249145529,0.000494687573252696,0,0,0,0
1.354,0,0,1,0,0.00317829019860225,-0.000752236197519414,1.00013300025238,-5.2344143141271e-05,-0.000187713846618375,0.000494727507120336,0,0,0,0
1.355,0,0,1,0,0.0031806061525645,-0.000752761517229686,1.00013649247522,-5.37990176641413e-05,-0.00018630713067908,0.000494765824791901,0,0,0,0
1.356,0,0,1,0,0.00318292210652676,-0.000753286836939957,1.00013998469807,-5.52538921870119e-05,-0.000184900414739784,0.000494804142463465,0,0,0,0
1.357,0,0,1,0,0.00318523806048901,-0.000753812156650229,1.00014347692091,-5.67087667098822e-05,-0.000183493698800489,0.00049484246013503,0,0,0,0
1.358,0,0,1,0,0.00318755401445127,-0.0007543374763605,1.00014696914376,-5.81636412327528e-05,-0.000182086982861193,0.000494880777806595,0,0,0,0
1.359,0,0,1,0,0.00318986966452159,-0.000754866292181877,1.00015044518791,-5.9366363709537e-05,-0.000180544189539659,0.000494917066003229,0,0,0,0
1.36,0,0,1,0,0.00319218451771633,-0.000755404275622859,1.00015387880774,-5.99078846479875e-05,-0.000178644569549986,0.000494948032442744,0,0,0,0
1.361,0,0,1,0,0.00319449937091106,-0.00075594225906384,1.00015731242758,-6.04494055864378e-05,-0.000176744949560314,0.000494978998882259,0,0,0,0
1.362,0,0,1,0,0.0031968142241058,-0.000756480242504822,1.00016074604741,-6.09909265248883e-05,-0.000174845329570642,0.000495009965321774,0,0,0,0
1.363,0,0,1,0,0.00319912907730053,-0.000757018225945803,1.00016417966724,-6.15324474633386e-05,-0.00017294570958097,0.00049504093176129,0,0,0,0
1.364,0,0,1,0,0.00320144393049527,-0.000757556209386785,1.00016761328708,-6.20739684017891e-05,-0.000171046089591297,0.000495071898200805,0,0,0,0
1.365,0,0,1,0,0.00320375023706486,-0.000758107100634213,1.00017099872972,-6.17096062394253e-05,-0.000169198936090821,0.000495096035541497,0,0,0,0
1.366,0,0,1,0,0.00320605492613307,-0.000758660434763416,1.00017437505454,-6.11738001275378e-05,-0.000167361712196182,0.000495118880433227,0,0,0,0
1.367,0,0,1,0,0.00320835961520128,-0.000759213768892619,1.00017775137935,-6.06379940156504e-05,-0.000165524488301543,0.000495141725324956,0,0,0,0
1.368,0,0,1,0,0.00321066430426948,-0.000759767103021821,1.00018112770417,-6.01021879037629e-05,-0.000163687264406904,0.000495164570216686,0,0,0,0
1.369,0,0,1,0,0.00321296899333769,-0.000760320437151024,1.00018450402899,-5.95663817918755e-05,-0.000161850040512265,0.000495187415108415,0,0,0,0
1.37,0,0,1,0,0.00321526618691248,-0.000760879128377612,1.00018785766815,-5.86475266179706e-05,-0.000160245339914591,0.000495207142968219,0,0,0,0
1.371,0,0,1,0,0.00321755239827811,-0.000761445668689059,1.00019117806885,-5.71674375562789e-05,-0.000158981326625404,0.000495222303830948,0,0,0,0
1.372,0,0,1,0,0.00321983860964374,-0.000762012209000506,1.00019449846956,-5.56873484945868e-05,-0.000157717313336217,0.000495237464693678,0,0,0,0
1.373,0,0,1,0,0.00322212482100937,-0.000762578749311953,1.00019781887026,-5.42072594328951e-05,-0.000156453300047031,0.000495252625556407,0,0,0,0
1.374,0,0,1,0,0.003224411032375,-0.0007631452896234,1.00020113927097,-5.2727170371203e-05,-0.000155189286757844,0.000495267786419136,0,0,0,0
1.375,0,0,1,0,0.00322669724374063,-0.000763711829934847,1.00020445967167,-5.12470813095113e-05,-0.000153925273468657,0.000495282947281865,0,0,0,0
1.376,0,0,1,0,0.00322896034732955,-0.000764284608528343,1.00020772710325,-4.92546502553433e-05,-0.000153536805642823,0.00049529219245606,0,0,0,0
1.377,0,0,1,0,0.00323122274703887,-0.000764857577144419,1.00021099292134,-4.72466128936765e-05,-0.000153175007564796,0.000495301257434106,0,0,0,0
1.378,0,0,1,0,0.0032334851467482,-0.000765430545760496,1.00021425873943,-4.52385755320092e-05,-0.00015281320948677,0.000495310322412152,0,0,0,0
1.379,0,0,1,0,0.00323574754645753,-0.000766003514376573,1.00021752455753,-4.32305381703424e-05,-0.000152451411408743,0.000495319387390198,0,0,0,0
1.38,0,0,1,0,0.00323800994616686,-0.000766576482992649,1.00022079037562,-4.12225008086751e-05,-0.000152089613330717,0.000495328452368244,0,0,0,0
1.381,0,0,1,0,0.00324025888972795,-0.000767147795185414,1.00022402763904,-3.92442446258162e-05,-0.000152254886202,0.000495335486829129,0,0,0,0
1.382,0,0,1,0,0.00324249614850483,-0.000767717669006024,1.00022724010671,-3.72918492347209e-05,-0.000152877846532634,0.000495340758069632,0,0,0,0
1.383,0,0,1,0,0.00324473340728172,-0.000768287542826634,1.00023045257438,-3.53394538436262e-05,-0.000153500806863269,0.000495346029310135,0,0,0,0
1.384,0,0,1,0,0.00324697066605861,-0.000768857416647244,1.00023366504205,-3.33870584525309e-05,-0.000154123767193903,0.000495351300550638,0,0,0,0
1.385,0,0,1,0,0.00324920792483549,-0.000769427290467853,1.00023687750972,-3.14346630614362e-05,-0.000154746727524537,0.000495356571791141,0,0,0,0
1.386,0,0,1,0,0.00325144295040696,-0.000769995943274014,1.0002400847478,-2.95437294699803e-05,-0.000155450863439028,0.000495361693013707,0,0,0,0
1.387,0,0,1,0,0.00325365788107449,-0.000770553609106966,1.00024324492878,-2.82058435071345e-05,-0.000156885436217005,0.000495365464339839,0,0,0,0
1.388,0,0,1,0,0.00325587281174201,-0.000771111274939919,1.00024640510976,-2.68679575442885e-05,-0.000158320008994982,0.000495369235665971,0,0,0,0
1.389,0,0,1,0,0.00325808774240954,-0.000771668940772872,1.00024956529074,-2.55300715814427e-05,-0.000159754581772959,0.000495373006992103,0,0,0,0
1.39,0,0,1,0,0.00326030267307707,-0.000772226606605825,1.00025272547172,-2.41921856185967e-05,-0.000161189154550936,0.000495376778318235,0,0,0,0
1.391,0,0,1,0,0.00326251760374459,-0.000772784272438778,1.0002558856527,-2.2854299655751e-05,-0.000162623727328913,0.000495380549644366,0,0,0,0
1.392,0,0,1,0,0.00326472195510834,-0.000773329970270785,1.00025901164978,-2.21621541114188e-05,-0.000164335493264266,0.000495384378901246,0,0,0,0
1.393,0,0,1,0,0.0032669209724215,-0.000773869633875617,1.00026212041145,-2.17955887871296e-05,-0.000166187019088554,0.000495388237366619,0,0,0,0
1.394,0,0,1,0,0.00326911998973467,-0.000774409297480448,1.00026522917312,-2.14290234628403e-05,-0.000168038544912843,0.000495392095831993,0,0,0,0
1.395,0,0,1,0,0.00327131900704783,-0.00077494896108528,1.0002683379348,-2.10624581385511e-05,-0.000169890070737131,0.000495395954297367,0,0,0,0
1.396,0,0,1,0,0.003273518024361,-0.000775488624690111,1.00027144669647,-2.06958928142618e-05,-0.00017174159656142,0.00049539981276274,0,0,0,0
1.397,0,0,1,0,0.00327571535144158,-0.000776023903727567,1.00027454381122,-2.05682032073048e-05,-0.000173568334973812,0.000495403801698133,0,0,0,0
1.398,0,0,1,0,0.00327790700697448,-0.000776544470421111,1.00027760184492,-2.12420571515479e-05,-0.000175311899632177,0.000495408228423535,0,0,0,0
1.399,0,0,1,0,0.00328009866250737,-0.000777065037114656,1.00028065987862,-2.19159110957908e-05,-0.000177055464290541,0.000495412655148937,0,0,0,0
1.4,0,0,1,0,0.00328229031804027,-0.0007775856038082,1.00028371791232,-2.25897650400338e-05,-0.000178799028948906,0.000495417081874339,0,0,0,0
1.401,0,0,1,0,0.00328448197357316,-0.000778106170501745,1.00028677594602,-2.32636189842768e-05,-0.000180542593607271,0.000495421508599741,0,0,0,0
1.402,0,0,1,0,0.00328667362910606,-0.000778626737195289,1.00028983397972,-2.39374729285198e-05,-0.000182286158265636,0.000495425935325143,0,0,0,0
1.403,0,0,1,0,0.00328886648663255,-0.000779134121534126,1.00029284770234,-2.53045431759015e-05,-0.000183461012847097,0.000495430097208249,0,0,0,0
1.404,0,0,1,0,0.00329105965527833,-0.000779638093804109,1.00029584995564,-2.68510428051357e-05,-0.000184488664748687,0.000495434190540616,0,0,0,0
1.405,0,0,1,0,0.00329325282392412,-0.000780142066074093,1.00029885220895,-2.83975424343697e-05,-0.000185516316650277,0.000495438283872983,0,0,0,0
1.406,0,0,1,0,0.00329544599256991,-0.000780646038344076,1.00030185446226,-2.9944042063604e-05,-0.000186543968551868,0.00049544237720535,0,0,0,0
1.407,0,0,1,0,0.00329763916121569,-0.00078115001061406,1.00030485671556,-3.14905416928379e-05,-0.000187571620453458,0.000495446470537717,0,0,0,0
1.408,0,0,1,0,0.00329983232986148,-0.000781653982884043,1.00030785896887,-3.30370413220718e-05,-0.000188599272355048,0.000495450563870084,0,0,0,0
1.409,0,0,1,0,0.00330202636117582,-0.000782156944146309,1.00031085399923,-3.46263498376419e-05,-0.00018949209425467,0.000495454330619834,0,0,0,0
1.41,0,0,1,0,0.00330422677295014,-0.000782652427804019,1.0003137956073,-3.65322809843085e-05,-0.000189387687923701,0.000495455681902691,0,0,0,0
1.411,0,0,1,0,0.00330642718472446,-0.000783147911461729,1.00031673721537,-3.84382121309756e-05,-0.000189283281592732,0.000495457033185547,0,0,0,0
1.412,0,0,1,0,0.00330862759649878,-0.000783643395119438,1.00031967882343,-4.03441432776422e-05,-0.000189178875261763,0.000495458384468404,0,0,0,0
1.413,0,0,1,0,0.0033108280082731,-0.000784138878777148,1.0003226204315,-4.22500744243092e-05,-0.000189074468930795,0.000495459735751261,0,0,0,0
1.414,0,0,1,0,0.00331302842004742,-0.000784634362434858,1.00032556203957,-4.41560055709759e-05,-0.000188970062599826,0.000495461087034118,0,0,0,0
1.415,0,0,1,0,0.00331522883182174,-0.000785129846092568,1.00032850364764,-4.60619367176429e-05,-0.000188865656268857,0.000495462438316975,0,0,0,0
1.416,0,0,1,0,0.00331743186878099,-0.000785627192831289,1.00033141883703,-4.77816336091929e-05,-0.000188294115227912,0.000495461145187351,0,0,0,0
1.417,0,0,1,0,0.00331963819554948,-0.000786126874331652,1.00033430091925,-4.92679468784481e-05,-0.000187137173876772,0.000495456538153078,0,0,0,0
1.418,0,0,1,0,0.00332184452231796,-0.000786626555832015,1.00033718300148,-5.0754260147703e-05,-0.000185980232525633,0.000495451931118805,0,0,0,0
1.419,0,0,1,0,0.00332405084908644,-0.000787126237332378,1.00034006508371,-5.22405734169582e-05,-0.000184823291174494,0.000495447324084532,0,0,0,0
1.42,0,0,1,0,0.00332625717585493,-0.000787625918832741,1.00034294716593,-5.3726886686213e-05,-0.000183666349823355,0.000495442717050259,0,0,0,0
1.421,0,0,1,0,0.00332846350262341,-0.000788125600333104,1.00034582924816,-5.52131999554682e-05,-0.000182509408472216,0.000495438110015986,0,0,0,0
1.422,0,0,1,0,0.00333066982939189,-0.000788625281833467,1.00034871133039,-5.66995132247231e-05,-0.000181352467121077,0.000495433502981713,0,0,0,0
1.423,0,0,1,0,0.00333287452802959,-0.000789135943980154,1.00035154872643,-5.73878739609671e-05,-0.000179765042338649,0.000495422293380638,0,0,0,0
1.424,0,0,1,0,0.00333507873631387,-0.000789649913230563,1.00035437266408,-5.78359107934073e-05,-0.000178047966412262,0.000495409095246958,0,0,0,0
1.425,0,0,1,0,0.00333728294459815,-0.000790163882480971,1.00035719660173,-5.82839476258477e-05,-0.000176330890485875,0.000495395897113278,0,0,0,0
1.426,0,0,1,0,0.00333948715288244,-0.000790677851731379,1.00036002053939,-5.8731984458288e-05,-0.000174613814559488,0.000495382698979599,0,0,0,0
1.427,0,0,1,0,0.00334169136116672,-0.000791191820981788,1.00036284447704,-5.91800212907283e-05,-0.000172896738633101,0.000495369500845919,0,0,0,0
1.428,0,0,1,0,0.003343895569451,-0.000791705790232196,1.00036566841469,-5.96280581231686e-05,-0.000171179662706714,0.00049535630271224,0,0,0,0
1.429,0,0,1,0,0.00334609854299687,-0.000792221346994059,1.00036848707978,-5.99635472176386e-05,-0.000169474166652791,0.000495342225537831,0,0,0,0
1.43,0,0,1,0,0.00334828951051066,-0.000792752339991842,1.00037125447681,-5.92046735401602e-05,-0.000167881267986937,0.000495319600973074,0,0,0,0
1.431,0,0,1,0,0.00335048047802445,-0.000793283332989624,1.00037402187385,-5.84457998626816e-05,-0.000166288369321082,0.000495296976408318,0,0,0,0
1.432,0,0,1,0,0.00335267144553824,-0.000793814325987407,1.00037678927088,-5.76869261852032e-05,-0.000164695470655228,0.000495274351843561,0,0,0,0
1.433,0,0,1,0,0.00335486241305203,-0.000794345318985189,1.00037955666792,-5.69280525077247e-05,-0.000163102571989373,0.000495251727278805,0,0,0,0
1.434,0,0,1,0,0.00335705338056582,-0.000794876311982972,1.00038232406496,-5.61691788302463e-05,-0.000161509673323519,0.000495229102714049,0,0,0,0
1.435,0,0,1,0,0.00335924434807961,-0.000795407304980754,1.00038509146199,-5.54103051527678e-05,-0.000159916774657664,0.000495206478149292,0,0,0,0
1.436,0,0,1,0,0.00336142551411363,-0.000795942948200794,1.00038783593868,-5.42971528615688e-05,-0.000158638401473082,0.000495180454307491,0,0,0,0
1.437,0,0,1,0,0.0033635930314169,-0.000796485066936051,1.00039054849838,-5.26906614507982e-05,-0.000157798010481058,0.000495149696913398,0,0,0,0
1.438,0,0,1,0,0.00336576054872017,-0.000797027185671308,1.00039326105809,-5.1084170040028e-05,-0.000156957619489033,0.000495118939519305,0,0,0,0
1.439,0,0,1,0,0.00336792806602345,-0.000797569304406565,1.00039597361779,-4.94776786292575e-05,-0.000156117228497009,0.000495088182125211,0,0,0,0
1.44,0,0,1,0,0.00337009558332672,-0.000798111423141822,1.0003986861775,-4.78711872184873e-05,-0.000155276837504984,0.000495057424731118,0,0,0,0
1.441,0,0,1,0,0.00337226310063,-0.00079865354187708,1.0004013987372,-4.62646958077167e-05,-0.00015443644651296,0.000495026667337025,0,0,0,0
1.442,0,0,1,0,0.00337443061793327,-0.000799195660612337,1.0004041112969,-4.46582043969465e-05,-0.000153596055520936,0.000494995909942931,0,0,0,0
1.443,0,0,1,0,0.00337657669849792,-0.00079973762696251,1.00040678433546,-4.2937315583461e-05,-0.000153561728604236,0.000494961120139531,0,0,0,0
1.444,0,0,1,0,0.0033787153520358,-0.000800279540516962,1.00040944368142,-4.11767923559705e-05,-0.000153806672689483,0.000494924933257385,0,0,0,0
1.445,0,0,1,0,0.00338085400557367,-0.000800821454071413,1.00041210302739,-3.94162691284795e-05,-0.000154051616774731,0.000494888746375239,0,0,0,0
1.446,0,0,1,0,0.00338299265911154,-0.000801363367625864,1.00041476237335,-3.76557459009889e-05,-0.000154296560859979,0.000494852559493093,0,0,0,0
1.447,0,0,1,0,0.00338513131264942,-0.000801905281180316,1.00041742171931,-3.58952226734979e-05,-0.000154541504945226,0.000494816372610947,0,0,0,0
1.448,0,0,1,0,0.00338726996618729,-0.000802447194734767,1.00042008106527,-3.41346994460073e-05,-0.000154786449030474,0.000494780185728801,0,0,0,0
1.449,0,0,1,0,0.00338940681431516,-0.000802988305249336,1.00042273691683,-3.24122583717467e-05,-0.000155096034348175,0.000494743831753479,0,0,0,0
1.45,0,0,1,0,0.00339151868289409,-0.000803518304950317,1.00042534442002,-3.12167197777726e-05,-0.000156299992037684,0.000494705165886587,0,0,0,0
1.451,0,0,1,0,0.00339363055147303,-0.000804048304651298,1.00042795192322,-3.00211811837982e-05,-0.000157503949727194,0.000494666500019696,0,0,0,0
1.452,0,0,1,0,0.00339574242005197,-0.000804578304352278,1.00043055942641,-2.88256425898241e-05,-0.000158707907416703,0.000494627834152804,0,0,0,0
1.453,0,0,1,0,0.00339785428863091,-0.000805108304053259,1.00043316692961,-2.76301039958497e-05,-0.000159911865106212,0.000494589168285912,0,0,0,0
1.454,0,0,1,0,0.00339996615720985,-0.000805638303754239,1.0004357744328,-2.64345654018755e-05,-0.000161115822795722,0.00049455050241902,0,0,0,0
1.455,0,0,1,0,0.00340207802578878,-0.00080616830345522,1.000438381936,-2.52390268079011e-05,-0.000162319780485231,0.000494511836552128,0,0,0,0
1.456,0,0,1,0,0.00340418288654217,-0.000806690556239967,1.00044096951998,-2.44539536002406e-05,-0.000163686372183529,0.00049447303947919,0,0,0,0
1.457,0,0,1,0,0.00340627688352759,-0.000807200799493388,1.00044352622454,-2.43051977047643e-05,-0.000165305084617931,0.000494434039006205,0,0,0,0
1.458,0,0,1,0,0.00340837088051301,-0.00080771104274681,1.00044608292909,-2.41564418092881e-05,-0.000166923797052333,0.00049439503853322,0,0,0,0
